INSPECTOR,
 SERIAL_NUMBER,0
 MACHINE_NUMBER,7149
 DATE, 1/4/2022
 TIME, 11:11:10
 UNIT,  mm
 PART_NUMBER,35.4683
 MAX_VAL,0.005834646
 MIN_VAL,-0.009366142
 PD_RUNOUT,0.0086
