INSPECTOR, SERIAL_NUMBER, MACHINE_NUMBER, DATE, TIME, UNIT, PART_NUMBER, MAX_VAL, MIN_VAL, PD_RUNOUT, MIN_TOL, MAX_TOL, TTV, MIN_TOL, MAX_TOL, TCV, MIN_TOL, MAX_TOL, WORST_90_Deg_SEG_VAR, MIN_TOL, MAX_TOL, AVG_WT2T, MIN_TOL, MAX_TOL, AVG_THICKNESS, MIN_TOL, MAX_TOL, MIN_DOP_FOUND, MIN_TOL, MAX_TOL, MAX_DOP_FOUND, MIN_TOL, MAX_TOL, AVG_DIMOverPINS, MIN_TOL, MAX_TOL, TCV_Ecc_Removed, MIN_TOL, MAX_TOL, T2T_Ecc_Removed, MIN_TOL, MAX_TOL, PD_Nicks, MIN_TOL, MAX_TOL, CD_AVG, MIN_TOL, MAX_TOL, Lead_AVG, MIN_TOL, MAX_TOL, Lead_Var, MIN_TOL, MAX_TOL, Taper, MIN_TOL, MAX_TOL, Lead_Taper, MIN_TOL, MAX_TOL, Test Radius AVG, MIN_TOL, MAX_TOL, Test Radius Min, MIN_TOL, MAX_TOL, Test Radius Max, MIN_TOL, MAX_TOL, DOP, MIN_TOL, MAX_TOL
, 0, 7149, 1/4/2022, 11:13:27,  mm, 35.4683, 0.007598425, -0.01126772, 0.0114, 0, 0.042, 0.0104, 0, 0, 0.0189, 0, 0, 0.0114, 0, 0, 0.0065, 0, 0.015, 4.3645, 4.34, 4.39, -0.0177, -0.049, 0.049, 0.0119, -0.049, 0.049, -0.0011, -0.049, 0.049, 0.0161, 0, 0, 0.0090, 0, 0, 0.0104, 0, 0.025, -0.0007, -0.031, 0.031, 0.0000, 0, 0, 0.0000, 0, 0, 0.0000, 0, 0, 0.0000, 0, 0, 22.7491, 0, 0, 22.7386, 0, 0, 22.7574, 0, 0, 53.3989, 53.351, 53.449
